# 
# Study ERP023010: Nippostrongylus brasiliensis Genome & Transcriptome sequencing and assembly
# See Chandler .. Eccles, 2017: https://www.ncbi.nlm.nih.gov/pubmed/28491281, Eccles .. Ewbank, 2018: https://www.ncbi.nlm.nih.gov/pubmed/29325570
# Reads aligned with TopHat2 and quantified with HTSeq, by RNASeq-er: https://www.ebi.ac.uk/fg/rnaseq/api
# 
# Values are transcripts per million units (TPMs) per gene for each run
gene_id	ERR2023649	ERR2023650	ERR2023651	ERR2023646	ERR2023647	ERR2023648	ERR2023652	ERR2023653	ERR2023654
NBR_0000031701	23.9	17	12.98	2.28	3.01	4.11	12.88	12.71	13.13
NBR_0000031801	0.14	0.36	0.28	1.04	1.15	0.9	0.26	0.15	0.13
NBR_0000031901	1.11	1.8	2.3	10.54	11.28	10.03	1.82	1.22	0.93
NBR_0000032001	0	0	0	0	0	0	0	0	0
NBR_0000032101	12.29	14.16	18.2	9.41	10.63	9.55	11.84	8.32	9.48
NBR_0000032201	0.29	0.41	0.8	0.27	0.14	0	0.28	0.39	0.67
NBR_0000032301	0	0	0.43	0	0	0	0.3	0.14	0
NBR_0000032401	0.24	0.46	0.22	1.34	1.36	1.42	0.23	0.43	0
NBR_0000032501	4.62	6.32	5.49	18.39	18.75	16.42	5.9	5.65	4.69
NBR_0000032601	20.66	25.58	22.67	25.66	26.01	30.72	24.64	23.71	25.19
NBR_0000032701	8.36	10.18	9.9	4.43	7.58	6.47	8.98	8.89	9.84
NBR_0000032801	0.19	0.19	0.49	0.41	0.27	0.29	0.28	0.35	0.22
NBR_0000032901	0	0	0	0	0	0	0	0	0
NBR_0000033001	0.23	0.36	0	0.14	0.35	0.3	0.15	0.07	0.14
NBR_0000033101	0.13	0.31	0.24	3.28	3.87	3.68	0.32	0.18	0.24
NBR_0000033201	0	0	0	0	0.39	0	0	0	0
NBR_0000033301	0.02	0	0.06	0	0.02	0.02	0	0.02	0.04
NBR_0000033401	0	0	0	0	0	0	0	0	0
NBR_0000033501	0	0	0	0	0	0	0	0	0
NBR_0000033601	9.65	8.17	10.26	1.85	1.87	1.62	9.37	10.17	8.29
NBR_0000033701	3704.5	3236.91	3321.42	3163.58	3086.58	3114.02	3151.37	3304.99	3571.37
NBR_0000033801	0.97	0.62	1.01	2.16	1.03	1.4	1.12	0.76	0.89
NBR_0000033901	0.17	0.24	1.09	0.47	0.24	0.83	0.16	0.76	0.94
NBR_0000034001	0.08	0.04	0.04	0.07	0.04	0.12	0.04	0	0.04
NBR_0000034101	0.63	0.6	0.58	2.53	2.17	2.69	0.81	0.95	0.39
NBR_0000034201	40.44	47.81	44.9	78.49	91.95	97.74	45.14	43.58	40.36
NBR_0000034301	21.97	22.9	21.28	34.11	29.46	43.83	19.41	20.24	16.62
NBR_0000034401	1.1	0.35	1.01	8.65	4.64	5.78	1.06	1.32	0.84
NBR_0000034501	0	0	0	0.18	0.37	0.29	0.09	0	0
NBR_0000034601	0.07	0.2	0.13	0.13	0.07	0	0.13	0.09	0.1
NBR_0000034701	21.07	14.14	14.02	2.16	3.25	3.02	18.36	13.88	14.78
NBR_0000034801	15.63	15.82	20.63	67.99	65.14	60.42	15.24	16.68	13.85
NBR_0000034901	62.82	62.85	81.29	46.22	50.79	53.81	130.41	126.02	127.49
NBR_0000035001	5	5.11	7.03	5.62	7.37	4.74	4.99	5.47	3.78
NBR_0000035101	7.13	10.18	10.64	13.66	11.98	12.26	9.8	10.66	10.03
NBR_0000035201	52.65	45.97	52.3	17.25	18.91	20.67	53	60.11	59.43
NBR_0000035301	62.44	60.32	74.59	28.99	26.58	25.84	74.56	68.31	94.29
NBR_0000035401	1.41	1.34	0.99	2.86	3.39	2.53	1.59	1.3	1.18
NBR_0000035501	83.93	88.13	86.07	265.43	270.32	269.79	98.19	81.79	74.39
NBR_0000035601	34.02	36.73	32.2	38.11	37.28	43.49	33.63	32.6	30.32
NBR_0000035701	480.81	453.38	418.67	461.44	423.76	447.03	469.13	354.77	396.84
NBR_0000035801	222.09	215.87	209.27	99.74	95.01	90.14	190.8	207.45	223.74
NBR_0000035901	42.48	60.79	43.32	70.09	83.95	74.77	122.38	104.7	133.63
NBR_0000036001	0	0.19	0	0	0	0	0	0	0
NBR_0000036101	6.7	5.55	6.75	2.42	4.64	5.92	9.36	9.36	10.28
NBR_0000036201	1.09	2.38	2	2.02	2.78	4	1.36	1.27	1.15
NBR_0000036301	30.82	34.45	31.96	39.09	42.3	44.31	39.45	36.08	36.33
NBR_0000036401	22.08	25.78	27.54	11.24	11.33	10.94	20.78	21.32	22.16
NBR_0000036501	1.72	1.64	1.82	0.25	0.12	0.39	2.68	2.27	2.68
NBR_0000036601	4.87	6.16	4.85	9.86	8.86	9.08	4.69	4.53	3.92
NBR_0000036701	0.52	0.31	0.39	0.26	0.31	0.09	0.36	0.3	0.26
NBR_0000036801	0	0	0	0	0	0	0.28	0	0
NBR_0000036901	5.13	4.75	5.58	2.69	4.81	3.82	11.36	12.36	14.55
NBR_0000037001	13.66	15.16	21.67	4.1	3.96	3.8	22.4	26.41	27.5
NBR_0000037101	7.45	10.42	12.35	22.37	24.85	19.91	12.34	6.91	6.42
NBR_0000037201	14.28	14.32	11.08	10.3	9.22	10	10.11	10.42	10.25
NBR_0000037301	4.16	3.89	3.94	1.85	2.02	2.92	4.08	4.41	5.19
NBR_0000037401	115.98	97.83	98.52	121.87	123.52	129.93	95.88	86.91	98.32
NBR_0000037501	11.44	12.15	11.47	5.89	5.67	5.08	8.69	11.48	12.24
NBR_0000037601	1.64	1.26	1.71	0.58	0.73	1.53	3.08	2.66	2.22
NBR_0000037701	0.11	0	0.2	0	0.1	0	0.22	0.4	0.41
NBR_0000037801	21.21	22.81	19.01	35.02	47.13	47.29	12.32	14.45	12.18
NBR_0000037901	83.25	119.7	136.62	283.88	225.07	221.57	45.59	44.73	53.82
NBR_0000038001	0.1	0.1	0	0.05	0	0	0	0	0.05
NBR_0000038101	165.64	143.03	129.81	25.63	36.88	49	203.22	122.48	107.13
NBR_0000038201	0.21	0.4	0.19	0.88	1.18	1.35	0	0.38	0.48
NBR_0000038301	1.47	1.72	2.89	13.39	14.52	15.19	2.72	1.78	1.97
NBR_0000038401	4.49	4.28	3.93	8.99	5.78	6.25	4.51	2.53	1.38
NBR_0000038501	0.07	0.07	0.14	0.07	0.21	0	0.07	0.07	0.07
NBR_0000038601	0.04	0.04	0.04	0.08	0.15	0.12	0.12	0.07	0.04
NBR_0000038701	0.06	0	0	0	0	0.06	0	0	0
NBR_0000038801	15.06	19.29	11.12	1.51	2.32	2.62	13.34	8.76	7.49
NBR_0000038901	3.85	3.08	3.59	6.9	7.07	6.81	3.19	2.63	2.2
NBR_0000039001	2.09	2.05	3.7	23.62	19.6	17.43	4.15	4.34	3.84
NBR_0000039101	13.35	13.39	10.33	21.06	22.31	19.78	13.06	13.4	12.09
NBR_0000039201	1.42	0.56	0.54	1.2	1.11	1.98	0.34	0.75	0.22
NBR_0000039301	165.61	185.6	213.64	92.46	108.46	111.74	336.31	293.45	287.73
NBR_0000039401	0	0	0	0	0	0	0	0	0
NBR_0000039501	932.24	801.44	891.41	321.52	321.15	331.02	863.39	936.56	1104.55
NBR_0000039601	0.46	0.59	0.14	1	1.15	1.06	0	0	0.43
NBR_0000039701	3.36	3.82	2.57	1.85	2.3	2.61	4.01	2.89	2.86
NBR_0000039801	94.83	98.21	94.09	77.32	77.81	94.73	89.54	96.14	116.51
NBR_0000039901	22.44	26.54	26.57	13.48	14.85	14.01	33.95	31.18	26.87
NBR_0000040001	0.52	0.98	0.47	0.48	0.24	0.25	1.12	1.16	2.26
NBR_0000040101	0.85	0.74	0.68	1.99	1.77	2.34	0.61	0.8	0.55
NBR_0000040201	61.43	65.64	63.84	135.59	134.93	133.09	69.93	74.02	62.33
NBR_0000040301	2.94	2.46	7.65	0.33	0.58	0.52	1.37	1.68	2.78
NBR_0000040401	9.1	10.21	11.13	10.39	11.13	10.97	19.65	23.07	21.32
NBR_0000040501	0	0	0	0.09	0	0	0	0	0
NBR_0000040601	88.14	97.16	100.82	148.43	140.31	133.3	102.35	95.18	83.47
NBR_0000040701	0.08	0.3	0.29	0	0.15	0	0.46	0.57	0.36
NBR_0000040801	38.48	39.37	38.49	34.35	33.89	31.04	42.95	41.8	37.41
NBR_0000040901	16.55	17.61	15.52	18.38	19.38	20.76	17.54	17.98	17.52
NBR_0000041001	520.99	577.71	586.52	461.77	472.05	438.49	577.4	577.78	549.01
NBR_0000041101	78.59	88.02	105.31	928.09	950.13	914.86	88.58	98.99	73.9
NBR_0000041201	24.72	28.49	32.06	32.69	31.11	31.49	50.2	38.52	44.19
NBR_0000041301	0	0.23	0	0.45	0	0.47	0	0	0
NBR_0000041401	1.43	1.82	2.4	5.73	4.46	7.5	3.21	2.57	3.29
NBR_0000041501	41.62	45	38.48	54.22	57.63	52.04	35.57	31.66	32.03
NBR_0000041601	8.81	8.11	8.67	48.06	51.21	43.25	9.19	9.04	7.29
NBR_0000041701	21.11	23.53	17.54	23.3	21.81	23.46	13.72	13.34	12.18
NBR_0000041801	11.46	12.3	9.82	7.74	10.91	10.91	14.38	9.99	9.54
NBR_0000041901	21.95	24.17	23.07	21.65	23.12	26.14	30.53	33.13	32.37
NBR_0000042001	0.63	0.7	1.01	1.36	1.43	0.88	0.81	0.85	0.87
NBR_0000042101	2.77	3.7	2.65	2.62	2.94	1.88	1.6	1.88	1.64
NBR_0000042201	0.17	0.42	0.64	0.16	0	0	0.17	0.39	0.64
NBR_0000042301	3.5	3.68	3.71	16	17.89	16.18	2.66	3.54	2.71
NBR_0000042401	0	0	0	0	0	0	0	0	0
NBR_0000042501	0	0	0	0	0	0	0	0	0
NBR_0000042601	0.11	0.1	0.1	0.2	0.4	0.32	0	0	0
NBR_0000042701	3.81	4.84	2.03	41.99	35.12	35.29	2.45	2.29	1.17
NBR_0000042801	22.76	26.17	23.4	16.05	15.74	14.94	21.29	22.44	26.32
NBR_0000042901	12.45	14.35	14.02	16.95	16.31	16.05	14.68	14.62	13.22
NBR_0000043001	16.81	23.06	21.09	23.69	29.67	27.99	24.35	22.18	19.58
NBR_0000043101	121.1	124.55	120.1	84.04	84.24	75.33	127.69	140.96	131.67
NBR_0000043201	53.89	61.05	65.28	47.21	49.69	51.88	67.44	65.27	82.3
NBR_0000043301	23.38	30.64	30.96	29.05	28.23	26.94	35.86	34.87	36.73
NBR_0000043401	0	0	0	0	0	0	0	0	0
NBR_0000043501	31.05	31	30.01	39.1	35.87	39.24	35.6	36.28	42.05
NBR_0000043601	33.45	41.26	39.3	49.89	45.04	43.44	31.9	25.35	22.72
NBR_0000043701	11.25	14.33	10.77	7.13	9.8	7.97	5.8	5.77	3.25
NBR_0000043801	110.43	113.35	125.04	55.73	63.58	66.14	135.23	144.8	131.14
NBR_0000043901	0	1.39	0.95	0.77	0	0.2	1.41	1.69	1.15
NBR_0000044001	0	0	0	0	0	0	0	0	0
NBR_0000044101	2.93	4.18	3.87	10.38	8.69	6.88	3.45	3.08	1.8
NBR_0000044201	2.28	4.58	2.55	10.3	11.39	9.71	2.69	3.88	1.87
NBR_0000044301	16.96	16.09	15.76	3.51	3.51	4.12	20.05	24.6	20.87
NBR_0000044401	880.49	740.57	837.06	725.38	660.73	734.8	1346.48	1460.36	1820.41
NBR_0000044501	7.38	8.22	7.8	5.24	3.91	5.06	6.51	7.24	7.46
NBR_0000044601	2.04	2.95	1.75	6.35	6.63	6.92	2.25	2.4	1.44
NBR_0000044701	16.45	21.93	20.06	36.24	31.33	37.2	25.1	21.23	25.48
NBR_0000044801	11.83	12.81	14.11	12.06	13.93	11.08	11.45	15.9	14.29
NBR_0000044901	80.84	79.83	80.37	51.84	58.64	65.54	74.8	81.48	84.68
NBR_0000045001	2.47	3.53	3.39	9.07	9.23	9.09	4.86	5.28	4.71
NBR_0000045101	11.4	10.29	7.61	5.49	5.48	4.77	9.84	10.26	12.22
NBR_0000045201	6.04	7.69	7.09	7.99	9.94	8.06	6.25	5.83	5.2
NBR_0000045301	18.96	20.22	17.61	14.15	14.91	12.82	18.56	19.11	22.32
NBR_0000045401	34.55	28.37	36.17	90.07	75.66	74.96	29.85	29.82	39.03
NBR_0000045501	0.52	0.41	0.64	2.33	1.79	1.63	0.42	0.39	0.4
NBR_0000045601	17.13	24.73	20.12	17	14.36	14	14.42	16.56	10.78
NBR_0000045701	20.72	22.13	21.89	13.8	10.45	8.98	17.37	20.09	16.16
NBR_0000045801	6.99	11.9	8.81	11.55	14.88	13.95	9.29	7.91	8.48
NBR_0000045901	46.02	50.54	72.59	89.55	75.58	71.6	51.92	48.33	38.73
NBR_0000046001	18.23	21.13	18.45	10.26	11.78	13.57	23.58	23.12	22.52
NBR_0000046101	7.4	11.35	10.31	8.08	10.78	13.62	14.99	12.47	11.88
NBR_0000046201	160.87	169.47	175.42	111.3	112.01	128.37	166.1	181.2	183.03
NBR_0000046301	6.09	6.87	5.68	0.23	0.23	0	4.55	4.81	5.26
NBR_0000046401	0.14	0	0	0	0	0.07	0.07	0.25	0.19
NBR_0000046501	0.78	0.56	0	0	0	0.38	0.19	1.4	1.07
NBR_0000046601	2.8	2.51	2.79	1.98	2.16	2.75	2.94	2.3	2.73
NBR_0000046701	9.52	10.08	10.27	6.69	7.8	6.47	9.72	7.82	7.56
NBR_0000046801	298.44	308.33	319.63	838.23	955.62	1026.79	434.74	449.19	446.01
NBR_0000046901	78.94	80.48	75.05	49.14	53.31	55.35	62.39	71.29	71.91
NBR_0000047001	13.64	14.79	13.22	9.31	10.82	10.52	14.91	14.47	15.92
NBR_0000047101	0.26	0.33	0.24	0.4	0.24	0.26	0.42	0.39	0.72
NBR_0000047201	0.73	1.66	2.79	0	0	0	2.1	7.18	4.8
NBR_0000047301	0.4	1.01	1.82	0.49	0.87	0.78	0.51	0.24	0.24
NBR_0000047401	0.41	0.13	0.38	0	0	0	0	0.12	0.13
NBR_0000047501	816.44	786.98	810.15	502.25	496.85	518.4	696.82	813.7	909.66
NBR_0000047601	14.09	16.94	15.28	6.45	6.41	7.15	13.8	15.04	15.28
NBR_0000047701	25.94	26.33	26.84	14.61	13.6	15.48	20.94	23.79	24.03
NBR_0000047801	52.38	55.57	58.18	43.4	50.77	48.91	59.8	56.21	56.74
NBR_0000047901	10.44	10.17	10.11	9.36	8.94	10.43	11.78	12.98	11.88
NBR_0000048001	0.84	0.67	0.64	0.19	0.26	0.35	0.47	0.63	0.97
NBR_0000048101	0.1	0.05	0	0	0	0	0.05	0.17	0.27
NBR_0000048201	52.76	55.88	57.26	63.72	61.45	56.92	57.87	54.05	59.26
NBR_0000048301	38.33	43.63	41.49	27.31	26.66	27	47.32	47.3	42.52
NBR_0000048401	64.57	72.28	71.71	80.48	89.93	76.29	77.98	77.4	74.41
NBR_0000048501	21.15	22.48	30.39	14.31	15.74	16.34	28.02	29.07	18.76
NBR_0000048601	0	0	0	0.16	0	0.17	0	0	0
NBR_0000048701	0	0.19	0.09	0.18	0.05	0.34	0.05	0	0.13
NBR_0000048801	1.11	1.06	0.62	0.06	0.13	0.03	1.92	1.7	0.96
NBR_0000048901	21.46	17	14.56	14.71	14	14.22	11.85	13.03	14.65
NBR_0000049001	1.36	3.34	2.17	2.51	2.97	1.56	1.96	1.43	1.77
NBR_0000049101	1.74	2.96	2.63	1.87	2.21	2.04	3.27	2.25	1.99
NBR_0000049201	0.11	0	0.1	0	0.1	0.11	0.63	0.59	0.6
NBR_0000049301	0	0	0	0	0	0	0.15	0	0
NBR_0000049401	0.51	0.55	0.2	2.29	0.95	1.79	0.35	0.26	0.33
NBR_0000049501	67.24	79.43	86.25	49.82	58.16	60.51	88.15	92.57	93.05
NBR_0000049601	3.08	3.5	2.43	40.08	37.1	31.79	0.91	1.77	1.5
NBR_0000049701	14.13	18.1	13.23	35.44	28.83	29.1	11.35	11.05	10.21
NBR_0000049801	4.32	6.28	6.6	7.76	10.66	10.49	8.55	7.21	6.14
NBR_0000049901	49.18	55.8	53.7	162.68	162.28	150.9	61.95	54.29	49.52
NBR_0000050001	35.68	45.04	43.88	50.62	52.09	60.53	30.92	27.65	32.05
NBR_0000050101	2948.33	2370.3	2404.25	2869.3	2759.79	2997.05	2266.26	2256.98	2888.78
NBR_0000050201	316.34	342.85	335.87	575.32	572.44	572.69	325.12	342.13	390.95
NBR_0000050301	0.66	0.78	0.6	41.24	32.35	32.98	1.03	1.4	1.21
NBR_0000050401	0.88	0.84	0.48	0.33	0.08	0.09	0.85	0.87	0.81
NBR_0000050501	0.26	0.5	0.24	0	0	0.26	2.79	2.37	2.42
NBR_0000050601	3.46	3.35	3.38	2.07	2.05	2.62	3.68	3.11	3.07
NBR_0000050701	4.78	5.85	7.49	0	0.32	0	1.32	3.38	2.51
NBR_0000050801	150.4	178	218.92	979.39	1034.94	1045.55	197.58	198.69	190.39
NBR_0000050901	1.39	1.03	0.7	3.98	3.32	4.24	1.04	0.14	0.99
NBR_0000051001	0	0.36	0	0	0	0	0.12	0.23	0
NBR_0000051101	6.67	6.85	5.93	9.18	10.48	9.8	6.18	6.04	4.67
NBR_0000051201	0.19	0.09	0.18	0.27	0.45	0.29	0.37	0.35	0.36
NBR_0000051301	6.03	7.12	6.62	19.75	21.75	22.78	4.14	3.85	3.25
NBR_0000051401	12.28	10.57	9.54	4.66	3.47	4.96	10.21	8.78	14.24
NBR_0000051501	1.65	0.59	1.32	1.53	1.16	1.22	4.77	4.64	4.56
NBR_0000051601	14.99	14.83	12.13	22.84	24.23	21.62	7.78	7.56	8.56
NBR_0000051701	1.99	1.7	3.22	3.86	3.4	3.47	2.78	2.59	2.42
NBR_0000051801	2.09	2.53	1.91	5.44	4.09	4.36	1.95	1.88	2.1
NBR_0000051901	50.43	52.35	48.82	36.54	34.26	36.79	53.28	56.05	65.95
NBR_0000052001	16.11	17.63	16.4	45.99	38.8	41.18	20.63	21.29	21.97
NBR_0000052101	27.49	52.63	75.68	26.5	27.7	26.53	128.4	254.05	248.77
NBR_0000052201	5.21	5.82	6.08	0.5	0.85	0.56	5.11	6.17	7.01
NBR_0000052301	10.65	8.65	9.35	0	0	0.28	8.62	10.48	11.76
NBR_0000052401	0.42	0.6	0.38	0.19	0	0	0.2	0.57	0.19
NBR_0000052501	1.27	1.44	2.16	0.78	1.42	1.37	0.99	1.09	1.17
NBR_0000052601	3.79	4.72	4.98	7.45	9.28	8.02	4.49	5.95	5.36
NBR_0000052701	61.67	61.18	57.97	54.61	54.01	50.6	60.62	66.41	69.37
NBR_0000052801	37.66	45.56	42.19	33.55	31.59	28.75	47.01	44.83	47.39
NBR_0000052901	12.67	13.89	13.16	11.67	11.29	11.51	13.13	12.26	13.03
NBR_0000053001	13.8	14.77	12.88	19.42	18.01	18.69	15.98	14.54	14.6
NBR_0000053101	32.35	29.17	38.28	136.25	146.44	150.46	29.52	29.77	29.87
NBR_0000053201	30.73	28.08	33.19	20.26	21.94	21.23	55.62	60.33	56.47
NBR_0000053301	17.96	18.61	16.6	27.35	28.32	26.47	17.08	15.59	12.67
NBR_0000053401	0	0.1	0.1	0.2	0.2	0.31	0.31	0.29	0.39
NBR_0000053501	13.01	11.41	12.01	33.46	33.79	34.09	11.79	11.36	13.37
NBR_0000053601	41.74	47.77	44.76	34.75	40.08	40.07	44.2	45.01	38.77
NBR_0000053701	0.02	0	0	0.32	0.35	0.29	0.05	0.04	0.07
NBR_0000053801	0	0	0	0.05	0.11	0.17	0.06	0	0
NBR_0000053901	3.64	6.07	5.2	5.89	7.03	3.58	5.26	6.35	6.7
NBR_0000054001	0.17	0.11	0.31	0.11	0.21	0.11	0.11	0.26	0.21
NBR_0000054101	39	35.12	39.5	171.36	139.13	118.53	56.32	49.39	50.96
NBR_0000054201	13.64	11.38	11.31	1.24	1.26	1.02	12.62	11	11.67
NBR_0000054301	31.13	38.04	34.75	36.29	31.3	28.26	32.77	29.16	26.22
NBR_0000054401	25.14	27.19	32.35	53.6	51.02	44.27	43.07	41.36	33.28
NBR_0000054501	0.49	0.56	0.45	0.82	0.46	0.78	0.19	0.62	0.18
NBR_0000054601	118.96	144.33	145.92	297.2	316.22	282.98	124.55	118.06	96.65
NBR_0000054701	3041.79	3193.86	3159.4	1315.77	1319.96	1253.17	2985.84	2881.1	2786.98
NBR_0000054801	15.57	16.24	13.15	14.66	18.89	20.55	8.72	9.88	9.41
NBR_0000054901	15.82	21.65	24.38	0.04	0	0.05	34.53	35.87	40.31
NBR_0000055001	0	0.1	0	0	0	0	0	0	0
NBR_0000055101	1.95	1.16	1.79	1.13	0	0.48	2.12	2.2	0.9
NBR_0000055201	51.62	61.41	53.65	73.79	78.29	70.1	53.28	50.52	39.68
NBR_0000055301	39.06	42.38	42.55	38.66	43.51	47.24	43.06	41.43	38.82
NBR_0000055401	2.37	2.36	2.08	1.33	0.87	2.23	1.89	2.6	2.85
NBR_0000055501	44.53	45.03	45.58	44.15	47.21	49.03	41.36	46.37	36.23
NBR_0000055601	0.34	0.72	0.94	1.4	1.1	0.47	0.93	0.56	0.44
NBR_0000055701	1.19	0.68	1.53	1.54	1.79	3.28	2.3	2.15	2.85
NBR_0000055801	17.12	14.44	18.46	0.77	0.89	1.26	8.44	12.7	11.85
NBR_0000055901	74.85	77.2	80.8	56.29	53.13	47.75	90.73	100.87	87.42
NBR_0000056001	0	0.55	0.27	0.54	0.27	0	0	0.26	0
NBR_0000056101	316.56	320.69	354.9	275.82	287.7	283.42	466.05	420.38	457.11
NBR_0000056201	17.1	17.8	17.7	46.55	65.18	71.02	20.18	24.34	25.37
NBR_0000056301	28.45	32.67	32.06	32.02	34.42	34.52	36.14	36.36	29.96
NBR_0000056401	137.81	117.68	129.91	71.75	65.27	62.23	102.88	105.79	110.09
NBR_0000056501	18.66	19.21	18.77	44.11	44.05	39.09	21.01	19.84	19.63
NBR_0000056601	56.8	68.17	62.29	20.73	19.73	17.93	64.73	76.6	78.2
NBR_0000056701	0.19	0.19	0.27	0.09	0.36	0.1	0	0	0.18
NBR_0000056801	45.88	47.26	47.34	71.97	76.95	84.55	52.89	47.35	44.9
NBR_0000056901	0	0	0	1.19	0.24	0.76	0	0	0.47
NBR_0000057001	0.2	0	0	0.18	0	0	0.38	0	0
NBR_0000057101	0.12	1.02	0.43	0.44	0.55	0.12	0.46	0.11	0.54
NBR_0000057201	0.48	0.69	0.22	2.45	0.9	2.13	0.46	0.22	2
NBR_0000057301	0.19	0.35	0.51	0.07	0	0.11	0.32	0.47	0.72
NBR_0000057401	1.69	2.35	2.26	0.48	0.37	0.64	2.76	3.51	2.27
NBR_0000057501	99.42	111.53	108.92	49.52	49.46	53.98	113.33	115.28	106.94
NBR_0000057601	4.85	4.94	6.01	10.45	10.97	11.23	4.28	5.35	5.15
NBR_0000057701	6.82	6.57	7.5	7.49	12.61	12.47	6.4	7.15	8.26
NBR_0000057801	5.52	7.48	6.39	5.66	5.09	6.45	6.4	6.29	6.59
NBR_0000057901	3.28	3.44	3.3	3.79	4.76	4.52	3.16	2.07	2.11
NBR_0000058001	0.14	0	0.13	2.61	3.56	3.05	0.14	1.02	0.39
NBR_0000058101	0	0	0	0	0	0	0	0.07	0.08
NBR_0000058201	0	0.1	0.2	0.1	0.1	0.21	0.21	0.29	0.3
NBR_0000058301	0.29	0	0.27	0	0	0	0	0	0.27
NBR_0000058401	2.78	5.03	3.31	7.19	10.68	6.56	3.21	3.5	2.3
NBR_0000058501	2.38	3.76	2.72	1.65	1.95	2.56	1.79	3.08	3.49
NBR_0000058601	1.17	0.95	1.47	0.87	0.6	0.92	1.36	2.08	1.27
NBR_0000058701	7.53	7.45	7.44	4.23	5.13	5.64	7.69	8.53	7.24
NBR_0000058801	46.96	52.34	52.77	36.26	38.84	36.49	56.32	56.01	59.67
NBR_0000058901	28.04	27.55	27.19	27.8	28.1	27.53	20.59	23.16	20.16
NBR_0000059001	35.35	29.37	32.82	20.36	19.85	24.17	30.84	35.39	35.95
NBR_0000059101	17.02	20.45	19.37	15.26	15.81	17.45	31.4	39.13	40.53
NBR_0000059201	3.65	3.94	4.16	19.27	20.14	18.03	3.52	4.24	3.81
NBR_0000059301	0	0	0	0.71	0	0	0	0	0
NBR_0000059401	35.74	41.59	43.03	18.1	21.34	25.22	46.21	49.33	48.33
NBR_0000059501	49.03	53.04	51.86	30.83	32.33	29.37	44.17	45.44	43.11
NBR_0000059601	18.48	19.66	18.75	11.88	10.49	11.63	17.69	17.45	15.56
NBR_0000059701	31.96	33.73	32.14	48.28	54	61.32	31.29	30.86	28.21
NBR_0000059801	5.89	4.21	4.78	5.01	6.14	7.11	5.03	5.79	4.99
NBR_0000059901	0.14	0.39	0.38	0.13	0	0	0.4	0.49	0
NBR_0000060001	0.22	0.2	0	0	0	0.21	0	0	0
NBR_0000060101	1268.22	1163.03	1186.8	638.55	596	636.42	992.66	1125.58	1291.5
NBR_0000060201	75.23	72.67	81.16	62.16	61.53	67.1	64.66	78.09	81.27
NBR_0000060301	19.1	25.71	24.31	35.84	38.27	34.54	26.41	22.95	22.54
NBR_0000060401	179.87	213.5	192.2	595.63	536.19	480.68	184.62	180.18	177.33
NBR_0000060501	123.79	126.78	139.29	102.61	88.88	89.45	108.29	123.02	132.4
NBR_0000060601	5.26	6.59	5.69	10.51	11.55	11.54	3.69	3.41	4.3
NBR_0000060701	19.15	20.77	21.79	17.54	21.45	19.17	17.79	19.78	17.2
NBR_0000060801	31.04	28.48	28.83	15.2	19.28	16.97	31.31	33.92	28.11
NBR_0000060901	48.46	59.69	54.16	32.91	35.94	30.4	52.54	53.31	48.52
NBR_0000061001	50.33	51.41	47.65	22.59	27.16	26.58	45.66	40.64	48.52
NBR_0000061101	78.14	82.43	82.64	48.8	39.61	44.26	69.66	79.66	83.74
NBR_0000061201	2116.02	1799.1	1750.17	35.51	32.74	37.67	1782.92	1933.57	2283.96
NBR_0000061301	18.76	27.17	21.76	26.95	28.2	39.66	48.6	71.5	60.62
NBR_0000061401	49.66	63.9	59.27	46.6	51.6	48.26	68.52	59.89	57.36
NBR_0000061501	7.73	8.33	9.58	8.7	8.24	8.86	7.88	8.63	9.51
NBR_0000061601	64.37	59.77	61.43	40.31	40.19	45.05	62.22	64.63	75.21
NBR_0000061701	0.12	0.81	0.56	0.23	0.57	0.24	0.24	0.11	0.22
NBR_0000061801	3.19	4.34	5.84	3.65	3.27	3.44	4.25	3.15	2.52
NBR_0000061901	18.66	22.59	22.86	16.34	17.95	20.25	29.01	30.04	26.75
NBR_0000062001	43.99	49.02	41.44	22.97	23.49	29.84	34.34	38.61	39.67
NBR_0000062101	0.12	0.11	0.33	0	0	0.06	0.17	0.11	0.17
NBR_0000062201	12.95	18.86	19.91	6.4	4.65	4.2	21.45	30.11	31.04
NBR_0000062301	6.79	6.73	7.64	8.82	9.12	7.85	5.13	4.22	5.83
NBR_0000062401	13.82	16.09	18.17	16.21	14.77	14.58	14.01	13.35	12.65
NBR_0000062501	5.78	5.37	4.9	0.65	0.79	0.83	4.75	6.09	4.02
NBR_0000062601	0	0	0	0	0	0	0	0	0
NBR_0000062701	0.17	0	0	0	0	0	0.16	0	0
NBR_0000062801	0	0.14	0	0.13	0.14	0.14	0	0	0
NBR_0000062901	1.46	1.51	1.45	12.5	16.89	14.86	1.92	3.22	2.44
NBR_0000063001	81.15	69.29	67.53	73.49	72.97	93.07	58.13	78.16	102.29
NBR_0000063101	75.6	69.45	77.41	52.71	62.55	64.28	90.29	90.14	85.63
NBR_0000063201	0	0	0	0.1	0.42	0.22	0	0	0.21
NBR_0000063301	0	0	0	0	0	0	0	0	0.22
NBR_0000063401	0.13	0.71	0.92	0.23	0	0.12	0.12	0.11	0.46
NBR_0000063501	1.34	2.05	1.6	5.34	4.78	5.41	1.04	1.21	1.73
